patient	cancer	response	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5	1	2	3	4	5
NB69	nervous_system	3.952423	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
NH.12	nervous_system	2.582414	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
NMC.G1	nervous_system	2.676983	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
no.11	nervous_system	2.745953	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
no.10	nervous_system	4.354462	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
ONS.76	nervous_system	1.373483	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
SF126	nervous_system	2.320517	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
SK.MG.1	nervous_system	2.041884	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
SW1088	nervous_system	2.272055	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
SW1783	nervous_system	3.14837	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
YH.13	nervous_system	2.49591	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
PFSK.1	nervous_system	2.322735	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
X8.MG.BA	nervous_system	1.683443	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
A172	nervous_system	4.527532	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
T98G	nervous_system	4.947144	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
U.118.MG	nervous_system	2.820849	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
U.87.MG	nervous_system	2.784616	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
YKG.1	nervous_system	2.336412	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
SK.N.DZ	nervous_system	2.144139	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
SK.N.FI	nervous_system	5.746041	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
SK.N.AS	nervous_system	2.263792	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
D.542MG	nervous_system	3.366132	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
KP.4	pancreas	2.463837	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
CAPAN.1	pancreas	1.763765	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
AsPC.1	pancreas	3.042285	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
SW1990	pancreas	2.273121	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
PANC.03.27	pancreas	3.645003	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
PANC.08.13	pancreas	3.11543	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
PANC.10.05	pancreas	2.152654	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train
BxPC.3	pancreas	2.109725	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train
CFPAC.1	pancreas	3.561483	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train
HuP.T3	pancreas	3.838605	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
HuP.T4	pancreas	2.488086	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
YAPC	pancreas	7.059154	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train
PSN1	pancreas	0.516077	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
HPAF.II	pancreas	4.739686	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
MIA.PaCa.2	pancreas	0.388891	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation
LB2518.MEL	skin	6.280205	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
LB373.MEL.D	skin	4.48501	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
MZ7.mel	skin	6.152805	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
SK.MEL.28	skin	3.100468	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
SK.MEL.2	skin	2.667694	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
CHL.1	skin	2.006247	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
RPMI.7951	skin	1.402029	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
A101D	skin	1.322891	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train
A431	skin	4.664505	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
GAK	skin	6.193524	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
MMAC.SF	skin	6.27523	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
MZ2.MEL	skin	0.433319	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
SK.MEL.5	skin	3.04863	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
LOXIMVI	skin	1.279202	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
M14	skin	5.114528	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
UACC.62	skin	2.518961	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train
UACC.257	skin	4.684817	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train
A2058	skin	1.385585	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train
A375	skin	0.277869	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train
COLO.800	skin	2.999161	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train
COLO.792	skin	1.745853	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train	train	train	validation	train	train
